Unnamed: 0,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Medication,Description
647,hepatitis e, joint_pain, vomiting, fatigue, high_fever,"['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",Hepatitis E is a viral infection that causes liver inflammation.
648,hepatitis e, joint_pain, vomiting, fatigue, high_fever,"['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",Hepatitis E is a viral infection that causes liver inflammation.
649,hepatitis e, joint_pain, vomiting, fatigue, high_fever,"['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",Hepatitis E is a viral infection that causes liver inflammation.
650,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach,"['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.
651,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach,"['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.
652,alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen,"['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.
653,alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen,"['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.
654,alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen,"['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.
655,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen,"['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.
656,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach,"['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.
657,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach,"['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.
658,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach,"['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.
659,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach,"['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.
660,tuberculosis, chills, vomiting, fatigue, weight_loss,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",Tuberculosis is a bacterial infection that primarily affects the lungs.
661,tuberculosis, chills, vomiting, fatigue, weight_loss,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",Tuberculosis is a bacterial infection that primarily affects the lungs.
662,tuberculosis, vomiting, fatigue, weight_loss, cough,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",Tuberculosis is a bacterial infection that primarily affects the lungs.
663,tuberculosis, chills, fatigue, weight_loss, cough,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",Tuberculosis is a bacterial infection that primarily affects the lungs.
664,tuberculosis, chills, vomiting, weight_loss, cough,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",Tuberculosis is a bacterial infection that primarily affects the lungs.
665,tuberculosis, chills, vomiting, fatigue, cough,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",Tuberculosis is a bacterial infection that primarily affects the lungs.
666,tuberculosis, chills, vomiting, fatigue, weight_loss,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",Tuberculosis is a bacterial infection that primarily affects the lungs.
667,tuberculosis, chills, vomiting, fatigue, weight_loss,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",Tuberculosis is a bacterial infection that primarily affects the lungs.
668,tuberculosis, chills, vomiting, fatigue, weight_loss,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",Tuberculosis is a bacterial infection that primarily affects the lungs.
669,tuberculosis, chills, vomiting, fatigue, weight_loss,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",Tuberculosis is a bacterial infection that primarily affects the lungs.
670,common cold, continuous_sneezing, chills, fatigue, cough,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Common Cold is a viral infection of the upper respiratory tract.
671,common cold, continuous_sneezing, chills, fatigue, cough,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Common Cold is a viral infection of the upper respiratory tract.
672,common cold, chills, fatigue, cough, high_fever,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Common Cold is a viral infection of the upper respiratory tract.
673,common cold, continuous_sneezing, fatigue, cough, high_fever,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Common Cold is a viral infection of the upper respiratory tract.
674,common cold, continuous_sneezing, chills, cough, high_fever,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Common Cold is a viral infection of the upper respiratory tract.
675,common cold, continuous_sneezing, chills, fatigue, high_fever,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Common Cold is a viral infection of the upper respiratory tract.
676,common cold, continuous_sneezing, chills, fatigue, cough,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Common Cold is a viral infection of the upper respiratory tract.
677,common cold, continuous_sneezing, chills, fatigue, cough,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Common Cold is a viral infection of the upper respiratory tract.
678,common cold, continuous_sneezing, chills, fatigue, cough,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Common Cold is a viral infection of the upper respiratory tract.
679,common cold, continuous_sneezing, chills, fatigue, cough,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Common Cold is a viral infection of the upper respiratory tract.
680,pneumonia, chills, fatigue, cough, high_fever,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Pneumonia is an inflammatory condition affecting the air sacs in the lungs.
681,pneumonia, chills, fatigue, cough, high_fever,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Pneumonia is an inflammatory condition affecting the air sacs in the lungs.
682,pneumonia, chills, fatigue, cough, high_fever,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Pneumonia is an inflammatory condition affecting the air sacs in the lungs.
683,pneumonia, fatigue, cough, high_fever, breathlessness,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Pneumonia is an inflammatory condition affecting the air sacs in the lungs.
684,pneumonia, chills, cough, high_fever, breathlessness,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Pneumonia is an inflammatory condition affecting the air sacs in the lungs.
685,pneumonia, chills, fatigue, high_fever, breathlessness,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Pneumonia is an inflammatory condition affecting the air sacs in the lungs.
686,pneumonia, chills, fatigue, cough, breathlessness,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Pneumonia is an inflammatory condition affecting the air sacs in the lungs.
687,pneumonia, chills, fatigue, cough, high_fever,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Pneumonia is an inflammatory condition affecting the air sacs in the lungs.
688,pneumonia, chills, fatigue, cough, high_fever,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Pneumonia is an inflammatory condition affecting the air sacs in the lungs.
689,pneumonia, chills, fatigue, cough, high_fever,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Pneumonia is an inflammatory condition affecting the air sacs in the lungs.
690,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.
691,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.
692,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.
693,dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.
694,dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool, irritation_in_anus,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.
695,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.
696,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.
697,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.
698,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.
699,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.
700,heart attack, vomiting, breathlessness, sweating, chest_pain,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Heart attack is a sudden and severe reduction in blood flow to the heart muscle.
701,heart attack, vomiting, breathlessness, sweating, chest_pain,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Heart attack is a sudden and severe reduction in blood flow to the heart muscle.
702,heart attack, breathlessness, sweating, chest_pain,,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Heart attack is a sudden and severe reduction in blood flow to the heart muscle.
703,heart attack, vomiting, sweating, chest_pain,,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Heart attack is a sudden and severe reduction in blood flow to the heart muscle.
704,heart attack, vomiting, breathlessness, chest_pain,,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Heart attack is a sudden and severe reduction in blood flow to the heart muscle.
705,heart attack, vomiting, breathlessness, sweating,,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Heart attack is a sudden and severe reduction in blood flow to the heart muscle.
706,heart attack, vomiting, breathlessness, sweating, chest_pain,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Heart attack is a sudden and severe reduction in blood flow to the heart muscle.
